type	item	lc_zone	wma_id	zone	map	norm_x	norm_y	server_x	server_y	realms	modes	records	files	first_seen	last_seen	status
worldforged	354473	1244	1243	Valley of Trials	1	0.4790	0.4029	-362.6	-4288.3	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	10	18	2026-04-27	2026-09-03	FADING
worldforged	354473	1244	1243	Valley of Trials	1	0.4966	0.3658	-329.2	-4312.1	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	4	2026-04-27	2026-08-22	FADING
worldforged	354473	1245	1244	Red Cloud Mesa	1	0.1210	0.4135	-3063.0	48.8	Rexxar - Conquest of Azeroth	conquest-of-azeroth	1	9	2026-08-02	2026-08-02	FADING
worldforged	354474	10	9	Mulgore	1	0.6200	0.8100	-3046.2	-1137.3	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	9	2026-07-08	2026-07-08	FADING
worldforged	354474	1245	1244	Red Cloud Mesa	1	0.6726	0.4965	-3162.6	-944.1	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	2	2025-10-04	2026-07-16	FADING
worldforged	354474	1245	1244	Red Cloud Mesa	1	0.7806	0.4050	-3052.8	-1138.4	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	9	18	2025-10-04	2026-08-31	CONFIRMED
worldforged	354475	10	9	Mulgore	1	0.4300	0.9200	-3423.0	-161.5	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	10	2026-07-08	2026-07-08	FADING
worldforged	354475	1245	1244	Red Cloud Mesa	1	0.2374	0.7152	-3425.0	-160.8	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	10	2025-10-19	2026-08-31	CONFIRMED
worldforged	354475	1245	1244	Red Cloud Mesa	1	0.3091	0.6987	-3405.2	-289.8	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	2	2025-10-19	2026-07-18	FADING
worldforged	354475	1245	1244	Red Cloud Mesa	1	0.4236	0.6710	-3372.0	-495.9	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard	4	6	2025-10-19	2026-08-28	CONFIRMED
worldforged	354475	1245	1244	Red Cloud Mesa	1	0.4700	0.6600	-3358.8	-579.4	Bronzebeard - Warcraft Reborn|Rexxar - Conquest of Azeroth	conquest-of-azeroth|warcraft-reborn	2	2	2025-10-19	2026-08-29	FADING
worldforged	354476	17	16	Arathi Highlands	0	0.6808	0.4498	-1212.5	-3316.9	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	4	2026-06-28	2026-06-28	FADING
worldforged	354476	31	30	Elwynn Forest	0	0.6258	0.5256	-9155.8	-636.5	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	2	2025-10-18	2026-07-15	FADING
worldforged	354476	31	30	Elwynn Forest	0	0.6810	0.4506	-8982.2	-828.2	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	9	16	2025-10-18	2026-08-30	CONFIRMED
worldforged	354476	31	30	Elwynn Forest	0	0.6828	0.4425	-8963.4	-834.3	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	4	2025-10-18	2026-08-18	STALE
worldforged	354476	1220	1219	Fargodeep Mine	0	0.6817	0.4515	-9772.2	118.1	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	15	2026-07-03	2026-07-03	FADING
worldforged	354477	16	15	Alterac Mountains	0	0.8500	0.7900	25.9	-1596.2	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	8	2025-10-04	2025-10-04	CONFIRMED
worldforged	354477	17	16	Arathi Highlands	0	0.8465	0.7924	-2034.8	-3913.4	Bronzebeard - Warcraft Reborn|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|warcraft-reborn	3	14	2026-07-01	2026-07-01	FADING
worldforged	354477	31	30	Elwynn Forest	0	0.8470	0.7926	-9773.8	-1404.3	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard	10	17	2025-10-04	2026-08-31	CONFIRMED
worldforged	354477	31	30	Elwynn Forest	0	0.8497	0.7903	-9768.6	-1413.3	Bronzebeard - Warcraft Reborn|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|warcraft-reborn	3	3	2025-10-04	2026-07-30	FADING
worldforged	354477	35	34	Duskwood	0	0.1938	0.4784	-10577.1	309.9	Rexxar - Conquest of Azeroth	conquest-of-azeroth	1	4	2026-08-18	2026-08-18	CONFIRMED
worldforged	354477	35	34	Duskwood	0	0.1979	0.4516	-10528.9	298.9	Rexxar - Conquest of Azeroth	conquest-of-azeroth	1	5	2026-08-18	2026-08-18	CONFIRMED
worldforged	354477	1220	1219	Fargodeep Mine	0	0.8462	0.7927	-9826.8	78.7	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	14	2026-07-03	2026-07-03	FADING
worldforged	354479	17	16	Arathi Highlands	0	0.6237	0.3747	-1032.3	-3111.3	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	3	11	2025-10-19	2026-08-28	FADING
worldforged	354479	17	16	Arathi Highlands	0	0.6264	0.3713	-1024.0	-3121.0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	9	11	2025-10-19	2026-08-01	FADING
worldforged	354480	62	61	Thousand Needles	1	0.3109	0.4573	-5307.7	-1800.8	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	19	18	2025-10-05	2026-08-27	FADING
worldforged	354481	62	61	Thousand Needles	1	0.5199	0.5491	-5577.0	-2720.7	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	9	18	2025-10-04	2026-08-28	FADING
worldforged	354481	62	61	Thousand Needles	1	0.5210	0.5591	-5606.4	-2725.4	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	3	2025-10-04	2026-07-18	FADING
worldforged	354481	700	699	Dire Maul	429	0.4784	0.4456	456.5	130.2	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	4	2026-07-25	2026-07-25	FADING
worldforged	354482	43	42	Darkshore	1	0.8309	0.7377	5111.5	-2500.6	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	15	2026-07-04	2026-07-04	FADING
worldforged	354482	62	61	Thousand Needles	1	0.8005	0.7703	-6226.2	-3955.0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	7	8	2025-10-06	2026-08-24	STALE
worldforged	354482	62	61	Thousand Needles	1	0.8028	0.7442	-6149.5	-3965.3	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	2	2025-10-06	2026-07-18	FADING
worldforged	354482	62	61	Thousand Needles	1	0.8307	0.7377	-6130.4	-4088.1	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	10	2025-10-06	2026-08-27	FADING
worldforged	354483	43	42	Darkshore	1	0.4117	0.4829	6224.2	244.8	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	15	2026-07-08	2026-07-08	FADING
worldforged	354483	62	61	Thousand Needles	1	0.4119	0.4814	-5378.5	-2245.5	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard	8	18	2025-10-04	2026-08-27	CONFIRMED
worldforged	354483	62	61	Thousand Needles	1	0.4416	0.5500	-5579.7	-2376.0	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	3	2025-10-04	2026-07-14	FADING
worldforged	354483	1227	1226	Twilight's Run	1	0.4119	0.4823	-6264.5	57.2	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard	5	17	2026-05-24	2026-05-24	STALE
worldforged	354485	102	101	Desolace	1	0.3513	0.8110	-1978.5	2654.1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	10	20	2025-10-05	2026-08-25	CONFIRMED
worldforged	354485	142	141	Dustwallow Marsh	1	0.3541	0.8133	-4879.6	-2833.4	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	15	2026-07-08	2026-07-08	FADING
worldforged	354486	102	101	Desolace	1	0.5748	0.4272	-828.3	1649.3	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	2	2025-10-05	2026-07-16	FADING
worldforged	354486	102	101	Desolace	1	0.6188	0.3910	-719.7	1451.4	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	8	18	2025-10-05	2026-08-27	FADING
worldforged	354487	16	15	Alterac Mountains	0	0.3401	0.5402	492.0	-169.1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	12	20	2025-10-05	2026-08-27	FADING
worldforged	354487	1238	1237	Northshire Valley	0	0.4079	0.5278	-8911.7	-207.7	Rexxar - Conquest of Azeroth	conquest-of-azeroth	1	9	2026-08-13	2026-08-13	CONFIRMED
worldforged	354488	16	15	Alterac Mountains	0	0.3296	0.4785	607.1	-139.5	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	13	20	2025-10-05	2026-08-26	CONFIRMED
worldforged	354488	1240	1239	Deathknell	0	0.3304	0.4780	1923.3	1787.9	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	9	2025-11-14	2025-11-14	CONFIRMED
worldforged	354489	16	15	Alterac Mountains	0	0.6029	0.4411	677.0	-904.4	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	11	20	2025-10-27	2026-08-30	FADING
worldforged	354490	16	15	Alterac Mountains	0	0.4297	0.3774	795.7	-419.8	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	11	20	2025-10-04	2026-08-28	FADING
worldforged	354490	35	34	Duskwood	0	0.4296	0.3782	-10396.8	-326.5	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	3	2025-10-31	2025-10-31	CONFIRMED
worldforged	354490	1201	1200	Wailing Caverns	1	0.2171	0.4002	-642.1	-2026.2	Rexxar - Conquest of Azeroth	conquest-of-azeroth	1	7	2026-08-15	2026-08-15	CONFIRMED
worldforged	354491	33	32	Deadwind Pass	0	0.3398	0.1599	-10132.6	-1682.5	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	1	2025-11-10	2025-11-10	CONFIRMED
worldforged	354491	38	37	Stranglethorn Vale	0	0.3400	0.1601	-11848.9	51.0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	11	18	2025-10-05	2026-08-28	CONFIRMED
worldforged	354491	38	37	Stranglethorn Vale	0	0.3587	0.2821	-12368.1	-68.5	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	2	2025-10-05	2026-05-20	STALE
worldforged	354491	41	40	Wetlands	0	0.3397	0.1592	-2585.9	-1794.0	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	15	2026-06-25	2026-06-25	FADING
worldforged	354492	38	37	Stranglethorn Vale	0	0.4206	0.4492	-13078.9	-463.3	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	10	20	2025-10-05	2026-08-28	CONFIRMED
worldforged	354493	38	37	Stranglethorn Vale	0	0.3119	0.1298	-11720.3	229.9	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	11	20	2025-10-05	2026-08-28	FADING
worldforged	354493	41	40	Wetlands	0	0.3137	0.1294	-2503.8	-1686.5	Bronzebeard - Warcraft Reborn|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|warcraft-reborn	3	15	2026-07-05	2026-07-05	FADING
worldforged	354493	2029	2028	Secret Inquisitorial Dungeon	0	0.3137	0.1300	-8543.3	-223.5	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	1	2025-11-10	2025-11-10	CONFIRMED
worldforged	354494	38	37	Stranglethorn Vale	0	0.3201	0.5444	-13483.7	177.6	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	9	20	2025-10-08	2026-08-27	FADING
worldforged	354495	38	37	Stranglethorn Vale	0	0.3087	0.2371	-12176.7	250.7	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	12	18	2025-10-05	2026-09-03	CONFIRMED
worldforged	354495	38	37	Stranglethorn Vale	0	0.3210	0.2963	-12428.5	172.0	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	2	2025-10-05	2026-07-16	FADING
worldforged	354495	41	40	Wetlands	0	0.3074	0.2348	-2794.3	-1660.4	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	15	2026-07-04	2026-07-04	FADING
worldforged	354495	757	756	The Deadmines	36	0.3074	0.2348	-12.8	-670.8	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	16	2026-07-04	2026-07-04	FADING
worldforged	354497	102	101	Desolace	1	0.7330	0.4171	-798.0	938.1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	11	20	2025-10-19	2026-08-26	FADING
worldforged	354497	1218	1217	Dustwind Cave	1	0.7346	0.4161	899.7	-4812.0	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	1	2025-10-29	2025-10-29	CONFIRMED
worldforged	354497	1240	1239	Deathknell	0	0.5837	0.5421	1876.7	1511.9	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	2	2026-08-18	2026-08-18	CONFIRMED
worldforged	354498	39	38	Swamp of Sorrows	0	0.4898	0.2921	-10066.9	-3345.6	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	10	20	2025-10-07	2026-08-28	FADING
worldforged	354498	40	39	Westfall	0	0.4900	0.2908	-10078.4	1301.5	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	9	2025-10-07	2025-10-07	CONFIRMED
worldforged	354499	39	38	Swamp of Sorrows	0	0.8891	0.5699	-10492.0	-4261.7	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	11	20	2025-10-07	2026-08-28	FADING
worldforged	354500	27	26	The Hinterlands	0	0.1557	0.3687	519.9	-2174.4	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	15	2026-07-07	2026-07-07	FADING
worldforged	354500	39	38	Swamp of Sorrows	0	0.1505	0.3700	-10186.2	-2567.3	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	8	20	2025-10-12	2026-08-28	CONFIRMED
worldforged	354501	39	38	Swamp of Sorrows	0	0.7092	0.1758	-9889.0	-3849.0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	11	20	2025-10-09	2026-08-27	CONFIRMED
worldforged	354502	18	17	Badlands	0	0.5405	0.5466	-6795.2	-3423.3	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	10	20	2025-10-09	2026-08-28	FADING
worldforged	354503	18	17	Badlands	0	0.1793	0.5089	-6732.8	-2525.0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	11	20	2025-10-05	2026-09-03	CONFIRMED
worldforged	354504	18	17	Badlands	0	0.0887	0.6481	-6963.5	-2299.5	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	10	20	2025-10-05	2026-08-29	CONFIRMED
worldforged	354504	29	28	Searing Gorge	0	0.0869	0.6459	-7060.5	-516.0	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	1	2025-11-02	2025-11-02	CONFIRMED
worldforged	354505	18	17	Badlands	0	0.2269	0.4337	-6608.0	-2643.2	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard	11	19	2025-10-05	2026-09-01	CONFIRMED
worldforged	354505	18	17	Badlands	0	0.2300	0.4300	-6601.9	-2651.0	Bronzebeard - Warcraft Reborn|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|warcraft-reborn	2	2	2025-10-05	2026-05-20	FADING
worldforged	354505	102	101	Desolace	1	0.3251	0.6065	-1365.7	2771.7	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	4	2026-08-15	2026-08-15	CONFIRMED
worldforged	354506	27	26	The Hinterlands	0	0.3022	0.5806	-23.8	-2738.5	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	14	2026-07-07	2026-07-07	FADING
worldforged	354506	39	38	Swamp of Sorrows	0	0.3020	0.5805	-10508.2	-2914.8	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	9	20	2025-10-05	2026-08-28	FADING
worldforged	354506	40	39	Westfall	0	0.3014	0.5804	-10754.1	1961.4	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	1	2025-10-05	2025-10-05	CONFIRMED
worldforged	354507	21	20	Tirisfal Glades	0	0.3343	0.4809	2388.0	1522.6	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	4	2025-11-01	2025-11-01	CONFIRMED
worldforged	354507	27	26	The Hinterlands	0	0.3200	0.5100	157.3	-2807.0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	5	7	2025-10-19	2026-07-05	CONFIRMED
worldforged	354507	27	26	The Hinterlands	0	0.3275	0.4951	195.6	-2835.9	Rexxar - Conquest of Azeroth	conquest-of-azeroth	1	2	2025-10-19	2026-07-30	FADING
worldforged	354507	27	26	The Hinterlands	0	0.3352	0.4813	231.0	-2865.5	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	3	10	2025-10-19	2026-08-30	CONFIRMED
worldforged	354507	27	26	The Hinterlands	0	0.3384	0.4873	215.6	-2877.8	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	2	2025-10-19	2026-07-18	FADING
worldforged	354507	40	39	Westfall	0	0.3354	0.4798	-10519.4	1842.4	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	5	2025-10-31	2025-10-31	CONFIRMED
worldforged	354507	62	61	Thousand Needles	1	0.1818	0.4071	-5160.4	-1232.9	Rexxar - Conquest of Azeroth	conquest-of-azeroth	1	11	2026-08-11	2026-08-11	CONFIRMED
worldforged	354509	27	26	The Hinterlands	0	0.4690	0.5113	153.9	-3380.7	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard	8	17	2025-10-05	2026-08-28	CONFIRMED
worldforged	354509	27	26	The Hinterlands	0	0.4860	0.4802	233.8	-3446.1	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	2	2025-10-05	2026-07-16	FADING
worldforged	354510	27	26	The Hinterlands	0	0.5707	0.5608	27.0	-3772.1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	8	20	2025-10-08	2026-08-29	CONFIRMED
worldforged	354511	27	26	The Hinterlands	0	0.6111	0.3501	567.7	-3927.6	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	9	20	2025-10-08	2026-08-29	CONFIRMED
worldforged	354512	27	26	The Hinterlands	0	0.3873	0.5094	158.8	-3066.3	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	5	13	2025-10-05	2026-08-25	CONFIRMED
worldforged	354512	27	26	The Hinterlands	0	0.3900	0.5100	157.3	-3076.5	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	6	7	2025-10-05	2026-07-29	FADING
worldforged	354513	162	161	Tanaris	1	0.4007	0.2894	-7206.3	-2982.6	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	11	20	2025-10-13	2026-08-29	CONFIRMED
