id	name	type	display_id	sightings	submissions	zones	example_zone	example_map_id	example_x	example_y	example_z	example_map_x	example_map_y	lock_id	lock_type	other_names	seen_in	zone_list	origin
96010	Alchemy Table Prop	Generic	6467	5	3	1	Dustwallow	1	-3666.234	-3457.260	36.965	47.300	46.700				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Dustwallow	ascension
96011	Commmander Table Prop	Generic	1021210	4	3	1	Alterac	0	1191.310	-555.164	71.323	47.800	16.500				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Alterac	ascension
96012	Chair Prop	Generic	39	4	3	1	Alterac	0	1190.610	-555.400	71.320	47.800	16.600				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Alterac	ascension
96013	Map with Daggers Prop	Generic	1016504	4	3	1	Alterac	0	1190.967	-555.572	72.272	47.800	16.600				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Alterac	ascension
96014	Half Eater Food Plate Prop	Generic	1025487	4	3	1	Alterac	0	1191.556	-554.504	72.248	47.800	16.500				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Alterac	ascension
96015	Pentagram Prop	Generic	316	3	3	1	Desolace	1	-425.798	1117.442	96.028	69.300	29.300				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Desolace	ascension
96016	Demon Torch Prop	Generic	1027351	3	3	1	Desolace	1	-425.701	1117.479	95.985	69.300	29.300				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Desolace	ascension
96018	Fish Bobber Prop	Generic	668	3	3	1	Desolace	1	-1619.210	1513.840	57.370	60.500	69.100				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Desolace	ascension
96019	Fish Skeleton Prop	Generic	86473	3	3	1	Desolace	1	-1619.190	1511.890	57.001	60.500	69.100				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Desolace	ascension
96020	Fish Trap Empty Prop	Generic	1011462	3	3	1	Desolace	1	-1618.570	1509.740	58.017	60.600	69.100				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Desolace	ascension
96021	Fish Bucket Empty Prop	Generic	1020533	3	3	1	Desolace	1	-1620.474	1509.811	57.399	60.600	69.100				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Desolace	ascension
96022	Fish Skeleton 2 Prop	Generic	1045667	3	3	1	Desolace	1	-1621.391	1511.720	56.986	60.500	69.200				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Desolace	ascension
96023	Box Prop	Generic	6396	3	3	1	Desolace	1	-1618.580	1509.620	57.418	60.600	69.100				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Desolace	ascension
96024	Fishing Pole Prop	Generic	1006324	3	3	1	Desolace	1	-1620.360	1510.070	57.801	60.600	69.100				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Desolace	ascension
96025	Skeleton Tauren Prop	Generic	7640	9	3	2	Feralas	1	-5274.220	0.611	20.404	78.300	62.800				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas | Stranglethorn	ascension
96026	Skull Pile Prop	Generic	293	7	3	2	Hinterlands	0	-289.924	-3455.146	191.630	48.800	68.400				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Hinterlands | Stranglethorn	ascension
96027	Shoulder prop for obj 254337	Generic	181664	4	3	1	Alterac	0	647.100	-527.498	181.782	46.800	45.700				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Alterac	ascension
96028	Empty Cauldron Prop	Generic	7199	3	2	1	Alterac	0	629.916	-302.969	152.902	38.800	46.600				GameObjects-Bronzebeard | dumps_part2	Alterac	ascension
96029	Snow Pile Prop	Generic	5333	3	2	1	Alterac	0	581.695	-360.121	156.038	40.800	49.200				GameObjects-Bronzebeard | dumps_part2	Alterac	ascension
96030	Dirt Prop	Generic	20	19	3	6	Duskwood	0	-11131.618	-1157.492	44.204	73.700	78.600				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Duskwood | Dustwallow | Hinterlands | Stranglethorn | UnGoroCrater | Westfall	ascension
96031	Troll Urn Broken Prop	Generic	1052028	4	3	1	Stranglethorn	0	-12367.639	-743.254	30.979	46.400	28.200				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Stranglethorn	ascension
96032	Troll Broken Tablet Prop	Generic	1051569	4	3	1	Stranglethorn	0	-12367.031	-740.955	32.158	46.400	28.200				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Stranglethorn	ascension
96033	Troll Tablet Prop	Generic	1048763	4	3	1	Stranglethorn	0	-12372.748	-735.332	32.435	46.300	28.300				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Stranglethorn	ascension
96034	Troll Urn Prop	Generic	1048645	4	3	1	Stranglethorn	0	-12383.441	-741.771	30.544	46.400	28.600				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Stranglethorn	ascension
96035	Troll Brazier Prop	Generic	1047284	4	3	1	Stranglethorn	0	-12369.221	-734.434	33.546	46.300	28.200				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Stranglethorn	ascension
96036	Troll Broken Altar Prop	Generic	1046867	4	3	1	Stranglethorn	0	-12372.537	-740.582	31.784	46.400	28.300				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Stranglethorn	ascension
96037	Troll Urn Medium Prop	Generic	1046087	4	3	1	Stranglethorn	0	-12377.600	-736.256	31.702	46.300	28.400				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Stranglethorn	ascension
96038	Troll Crystalized 2 Prop	Generic	1039016	4	3	1	Stranglethorn	0	-12368.129	-741.117	32.028	46.400	28.200				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Stranglethorn	ascension
96040	Troll Drum Small Angled Prop	Generic	1010610	4	3	1	Stranglethorn	0	-12376.500	-740.568	31.739	46.400	28.400				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Stranglethorn	ascension
96041	Troll Ruins Foundation Prop	Generic	7932	4	3	1	Stranglethorn	0	-12368.000	-735.547	31.709	46.300	28.200				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Stranglethorn	ascension
96042	Troll Urn 2 Prop	Generic	7495	4	3	1	Stranglethorn	0	-12377.000	-734.738	32.053	46.300	28.400				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Stranglethorn	ascension
96044	Troll Crystalized 1 Prop	Generic	2590	4	3	1	Stranglethorn	0	-12372.719	-745.961	31.403	46.500	28.300				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Stranglethorn	ascension
96045	Troll Altar	Generic	1048853	3	3	1	Hinterlands	0	-218.809	-2519.950	118.420	24.500	65.700				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Hinterlands	ascension
96046	Feather of Faith	Trap	1069362	6	3	2	Arathi	0	-2299.223	-2404.283	81.517	42.700	90.200				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Arathi | Wetlands	ascension
96048	Burnt Outpost Log Prop	Generic	8023	1	1	1	Tanaris	1	-7014.406	-2744.553	20.815	36.600	24.800				dumps_part4	Tanaris	ascension
96050	Chained Skeleton Hands Up Prop	Generic	1014090	11	3	3	Alterac	0	692.250	-897.059	157.778	60.000	43.300				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Alterac | Desolace | Stranglethorn	ascension
96051	Broken Egg Black Prop	Generic	1016619	4	3	1	Stranglethorn	0	-12372.600	-740.848	33.329	46.400	28.300				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Stranglethorn	ascension
96052	Row boat Prop	Generic	1009594	4	3	2	Stranglethorn	0	-14509.529	-11.842	-0.604	35.000	78.500				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Stranglethorn | Tirisfal	ascension
96053	Anchor Prop	Generic	1010066	1	1	1	Stranglethorn	0	-14513.559	-14.742	-6.746	35.000	78.600				dumps_part4	Stranglethorn	ascension
96054	Crane Prop	Generic	8382	1	1	1	Stranglethorn	0	-14512.928	-14.238	-0.522	35.000	78.600				dumps_part4	Stranglethorn	ascension
96055	Hanging Scroll 1 Prop	Generic	8271	6	3	2	Arathi	0	-2368.213	-2397.197	70.933	42.500	93.100				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Arathi | Wetlands	ascension
96056	Energy Nature Prop			1	1	1	ThousandNeedles	1	-6195.000	-3974.084	-58.083	80.500	76.000				dumps_part4	ThousandNeedles	ascension
96057	STV Head Prop	Generic	653	4	3	1	Stranglethorn	0	-14763.434	-312.658	17.179	39.700	84.500				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Stranglethorn	ascension
96058	Fel Cracks Prop	Generic	1043095	2	2	1	Desolace	1	-1833.360	1619.880	61.433	58.100	76.200				GameObjects-Bronzebeard | dumps_part2	Desolace	ascension
96059	Fel Stream Prop	Generic	1019582	2	2	1	Desolace	1	-1833.360	1619.880	61.431	58.100	76.200				GameObjects-Bronzebeard | dumps_part2	Desolace	ascension
96060	Fel Fire Prop	Generic	1026656	2	2	1	Desolace	1	-1833.410	1619.830	61.136	58.100	76.200				GameObjects-Bronzebeard | dumps_part2	Desolace	ascension
96061	Rubble Dark Prop	Generic	1006926	2	2	1	Desolace	1	-1833.120	1620.030	61.266	58.100	76.200				GameObjects-Bronzebeard | dumps_part2	Desolace	ascension
96062	Rubble Dark 2 Prop	Generic	7911	2	2	1	Desolace	1	-1833.320	1619.290	61.409	58.100	76.200				GameObjects-Bronzebeard | dumps_part2	Desolace	ascension
96063	Collar Prop	Generic	1013847	4	3	1	Stranglethorn	0	-11573.629	-707.404	32.516	45.900	9.500				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Stranglethorn	ascension
96064	Chain Prop	Generic	8040	4	3	1	Stranglethorn	0	-11573.300	-707.375	32.656	45.900	9.500				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Stranglethorn	ascension
96065	Chain with Hook Prop	Generic	1018712	4	3	1	Stranglethorn	0	-11572.648	-707.391	32.500	45.900	9.500				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Stranglethorn	ascension
96066	Holy Effect Prop	Generic	7994	6	3	2	Arathi	0	-2327.260	-2414.260	76.624	43.000	91.400				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Arathi | Wetlands	ascension
96067	Kal RPG Prop	Generic	1044600	3	1	1	EasternPlaguelands	0	2316.840	-5366.600	86.631	76.400	51.600				dumps_part2	EasternPlaguelands	ascension
96068	Knife Prop	Generic	190147	5	3	1	Westfall	0	-10337.225	1219.128	40.845	51.400	40.200				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Westfall	ascension
96069	Wooden Stool Prop	Generic	1017820	3	3	1	Hinterlands	0	208.363	-2669.570	167.164	28.400	49.000				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Hinterlands	ascension
96070	Spyglass Prop	Generic	1022713	3	3	1	Hinterlands	0	208.248	-2670.380	167.048	28.500	49.000				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Hinterlands	ascension
96071	orange rock prop	Generic	2150	3	3	1	Hinterlands	0	207.820	-2667.048	166.783	28.400	49.000				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Hinterlands	ascension
96072	Empty Gnome Toolbox Prop	Generic	1018753	2	2	1	Hinterlands	0	485.301	-2892.440	166.605	34.200	38.200				GameObjects-Bronzebeard | dumps_part2	Hinterlands	ascension
96073	Spiderweb Semi Circle Prop	Generic	1041182	3	3	1	Hinterlands	0	-402.949	-2891.809	87.189	34.200	72.800				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Hinterlands	ascension
96074	Shoulder 95894 Prop	Generic	181600	3	3	1	Hinterlands	0	-53.943	-3174.830	99.600	41.600	59.200				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Hinterlands	ascension
96075	Shoulder 95896 Prop	Generic	183228	3	3	1	Hinterlands	0	381.689	-3302.350	116.872	44.900	42.300				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Hinterlands	ascension
96078	Skeleton Zandalari Prop	Generic	1044344	3	3	1	Hinterlands	0	-109.766	-3790.650	133.528	57.500	61.400				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Hinterlands	ascension
96079	Skeleton Side Laying Prop			1	1	1	Winterspring	1	4562.293	-3926.182	943.145	50.800	83.900				dumps_part4	Winterspring	ascension
96080	Beer Keg Prop	Generic	1056625	3	3	1	Hinterlands	0	-348.377	-4601.510	8.593	78.600	70.700				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Hinterlands	ascension
96081	Empty Beer Mug Prop	Generic	6153	3	3	1	Hinterlands	0	-346.773	-4603.277	9.426	78.700	70.700				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Hinterlands	ascension
96083	Empty Bottle Prop	Generic	184807	3	3	1	Hinterlands	0	-344.895	-4601.640	9.180	78.600	70.600				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Hinterlands	ascension
96084	Broken Bottle Prop	Generic	184811	3	3	1	Hinterlands	0	-349.373	-4602.770	8.400	78.600	70.800				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Hinterlands	ascension
96085	Stump Chair Prop	Generic	1053888	3	3	1	Hinterlands	0	-346.764	-4603.390	8.693	78.700	70.700				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Hinterlands	ascension
96086	Nest Prop	Generic	1017804	3	3	1	Hinterlands	0	101.928	-4125.439	172.756	66.200	53.200				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Hinterlands	ascension
96087	Troll Skull Prop	Generic	1048715	3	3	1	Hinterlands	0	101.359	-4125.560	173.425	66.200	53.200				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Hinterlands	ascension
96088	Troll Skull 2 Prop	Generic	1044954	3	3	1	Hinterlands	0	98.254	-4124.360	172.931	66.200	53.300				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Hinterlands	ascension
96089	Troll Skull 3 Prop	Generic	1044955	3	3	1	Hinterlands	0	104.197	-4126.830	172.794	66.300	53.100				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Hinterlands	ascension
96090	Troll Skeleton Prop	Generic	1044951	3	3	1	Hinterlands	0	104.035	-4124.860	172.762	66.200	53.100				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Hinterlands	ascension
96091	Troll Skeleton Arm Prop	Generic	1044343	3	3	1	Hinterlands	0	102.520	-4124.674	173.532	66.200	53.100				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Hinterlands	ascension
96092	Shadow Orb Animated Prop	Generic	1073210	3	3	1	Hinterlands	0	-245.900	-4011.498	179.692	63.300	66.700				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Hinterlands	ascension
96093	Weaponrack Troll Empty Trop	Generic	1055771	3	3	1	Hinterlands	0	-262.457	-3907.910	215.824	60.600	67.400				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Hinterlands	ascension
96094	Shattered Highborn Sword Prop	Generic	515408	4	2	1	Feralas	1	-5784.420	1203.670	67.727	61.000	73.800				GameObjects-Bronzebeard | dumps_part2	Feralas	ascension
96095	gnome red light prop	Generic	5332	4	3	1	Tanaris	1	-10083.500	-4170.690	3.549	57.300	91.500				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Tanaris	ascension
96096	gnome screw	Generic	1008938	4	3	1	Tanaris	1	-10083.115	-4170.646	3.284	57.300	91.500				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Tanaris	ascension
96097	Blue Crystal Prop	Generic	2975	4	3	2	UnGoroCrater	1	-6273.620	-1558.230	-230.706	56.500	12.400				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	UnGoroCrater | UngoroCrater	ascension
96101	Abandoned Supplies	Chest	336	5	3	1	Feralas	1	-4082.752	-411.467	43.106	84.200	37.000				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96102	Logging Axe	Chest	174960	5	3	1	Feralas	1	-4192.050	-191.881	58.693	81.100	39.400				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96103	Hanging Ogre Pouch	Chest	1016156	4	3	1	Feralas	1	-4009.050	302.162	61.244	73.900	35.400				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96104	Large Bone	Chest	515429	5	3	1	Feralas	1	-3876.994	223.287	114.325	75.100	32.600				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96105	Stolen Tome	Chest	1029891	4	2	1	Feralas	1	-3950.780	-146.863	140.774	80.400	34.200				GameObjects-Bronzebeard | dumps_part2	Feralas	ascension
96106	Ogre Cleaver	Chest	515245	4	2	1	Feralas	1	-3732.300	248.090	122.781	74.700	29.500				GameObjects-Bronzebeard | dumps_part2	Feralas	ascension
96107	Ogre Chest	Chest	1045546	4	2	1	Feralas	1	-3561.390	225.346	149.880	75.100	25.800				GameObjects-Bronzebeard | dumps_part2	Feralas	ascension
96108	Tightly Sealed Lockbox	Chest	1017863	5	3	1	Feralas	1	-4490.840	180.309	-35.059	75.700	45.800				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96109	Nightfallen Longbow	Chest	175768	5	3	1	Feralas	1	-5194.390	706.230	67.573	68.100	61.000				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96110	Strange Glowing Orb	Chest	1041127	5	3	1	Feralas	1	-4922.240	1197.260	60.929	61.100	55.200				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96111	Ancient Statue	Chest	980926	5	3	1	Feralas	1	-5648.682	1374.736	80.838	58.500	70.800				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96112	Crystalline Crown	Chest	515297	5	3	1	Feralas	1	-3446.870	2644.720	73.418	40.200	23.300				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96113	Mud-Covered Boots	Chest	1012699	5	3	1	Feralas	1	-4598.242	-25.242	89.524	78.700	48.200				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96114	Tanned Tunic	Chest	7741	5	3	1	Feralas	1	-4153.592	609.029	71.507	69.500	38.600				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96115	Bulging Sack	Chest	7679	5	3	1	Feralas	1	-5515.533	1371.678	20.647	58.600	68.000				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96116	Ancient Necklace	Chest	1074163	5	3	1	Feralas	1	-5883.860	1768.370	76.175	52.900	75.900				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96117	Sickly-Looking Egg	Chest	3851	5	3	1	Feralas	1	-5357.030	1724.490	79.671	53.500	64.500				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96118	Forgotten Light of Elune	Chest	1032864	6	3	1	Feralas	1	-4899.754	1696.226	67.430	53.900	54.700				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96119	Yeti Napkin	Chest	1012986	5	3	1	Feralas	1	-5179.980	1805.670	117.142	52.300	60.700				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96120	Ogre Laundry Pouch	Chest	1074449	5	3	1	Feralas	1	-4516.440	1255.730	128.244	60.200	46.400				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96122	Glint of Metal	Chest	63518	5	3	1	Feralas	1	-4762.530	3615.100	9.110	26.300	51.700				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96123	Strange Glowing Object	Chest	8513	5	3	1	Feralas	1	-5420.540	3739.560	45.067	24.500	65.900				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96124	Hatestrike	Chest	515426	5	3	1	Feralas	1	-5643.814	3450.524	4.379	28.600	70.700				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96125	Busted Buckler	Chest	186563	5	3	1	Feralas	1	-3978.600	2837.450	12.165	37.500	34.800				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96126	Tanner's Chest	Chest	1036633	5	3	1	Feralas	1	-3955.510	1865.500	82.219	51.500	34.300				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96127	Pruning Knife	Chest	515156	5	3	1	Feralas	1	-2836.590	2352.070	41.387	44.500	10.100				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96128	Slightly Scorched Supplies	Chest	1013842	8	3	2	Desolace	1	-2500.410	2241.660	90.916	44.300	98.500				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Desolace | Feralas	ascension
96129	Druidic Staff	Chest	515427	5	3	1	Feralas	1	-3532.860	2872.670	91.470	37.000	25.200				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96130	Hunter's Cache	Chest	5743	5	3	1	Feralas	1	-3401.770	2499.100	23.190	42.300	22.300				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96131	Sacrifical Dagger	Chest	179949	5	3	1	Feralas	1	-3850.180	1656.130	146.345	54.500	32.000				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96132	Accursed Yeti Horn	Chest	1017808	5	3	1	Feralas	1	-3937.530	1664.420	135.660	54.300	33.900				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96133	Highborne Relic	Chest	515421	5	3	1	Feralas	1	-2934.970	2609.980	72.951	40.700	12.300				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96134	Ancient Bag of Scrolls	Chest	1035102	5	3	1	Feralas	1	-2836.070	2784.830	94.324	38.200	10.100				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96135	Gnoll Throwing Axe	Chest	515424	5	3	1	Feralas	1	-4753.300	886.596	165.804	65.500	51.500				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96136	Unsavory Scraps	Chest	180714	4	2	1	Feralas	1	-4853.540	895.700	138.856	65.400	53.700				GameObjects-Bronzebeard | dumps_part2	Feralas	ascension
96137	Woodpaw Greatblade	Chest	515425	5	3	1	Feralas	1	-4956.352	647.684	43.862	69.000	55.900				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96138	Chip of Amber	Chest	1074163	5	3	1	Feralas	1	-5274.760	1.115	20.779	78.300	62.800				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96139	Hivemother's Carapace	Chest	7649	4	2	1	Feralas	1	-5270.570	-45.844	6.366	79.000	62.700				GameObjects-Bronzebeard | dumps_part2	Feralas	ascension
96140	Unearthed Treasures	Chest	6502	5	3	1	Feralas	1	-5456.720	128.936	27.592	76.400	66.700				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96141	Adventurer's Backpack	Chest	1065373	5	3	1	Feralas	1	-5368.824	264.285	21.280	74.500	64.800				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96142	Tattered Fur Remains	Chest	1065373	5	3	1	Feralas	1	-5313.494	335.010	15.834	73.500	63.600				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96143	Half-Eaten Gnoll	Chest	1065373	5	3	1	Feralas	1	-5231.424	279.340	9.554	74.300	61.800				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96144	Gnollish Artillery	Chest	1021194	5	3	1	Feralas	1	-4870.352	116.105	94.766	76.600	54.000				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96145	Woodpaw Chest	Chest	4192	5	3	1	Feralas	1	-4904.082	263.102	42.111	74.500	54.800				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Feralas	ascension
96146	Freshly Sharpened Axe	Chest	175455	4	2	1	Feralas	1	-4964.100	477.400	18.472	71.400	56.100				GameObjects-Bronzebeard | dumps_part2	Feralas	ascension
96147	Spotter's Rifle	Chest	515423	5	3	1	Dustwallow	1	-3977.271	-3976.727	95.258	57.200	55.500				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Dustwallow	ascension
96148	Firemane Effigy	Chest	1043036	5	3	1	Dustwallow	1	-4440.120	-2901.990	24.947	36.700	68.800				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Dustwallow	ascension
96149	Ship Wheel	Chest	515051	5	3	1	Dustwallow	1	-4442.443	-4116.834	1.156	59.800	68.800				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Dustwallow	ascension
96150	Moxie's Tool Bucket	Chest	1016305	5	3	1	Dustwallow	1	-3995.600	-3795.720	41.689	53.700	56.100				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Dustwallow	ascension
96151	Dropped Polearm	Chest	185530	5	3	1	Dustwallow	1	-3227.502	-2769.092	35.617	34.200	34.100				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Dustwallow	ascension
96152	Singed Booklet	Chest	928	4	2	1	Dustwallow	1	-4764.760	-3658.660	47.702	51.100	78.000				GameObjects-Bronzebeard | dumps_part2	Dustwallow	ascension
96153	Useful Potion	Chest	254098	5	3	1	Dustwallow	1	-2586.693	-3795.439	19.404	53.700	15.800				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Dustwallow	ascension
96154	Large Glowing Seed	Chest	1059004	4	2	1	Dustwallow	1	-3535.070	-2802.580	35.032	34.800	42.900				GameObjects-Bronzebeard | dumps_part2	Dustwallow	ascension
96155	Worshipped Warpwood Growth	Chest	1014666	4	3	1	Felwood	1	6439.700	-1725.530	418.171	58.600	18.100				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Felwood	ascension
96156	Prized Lockbox	Chest	10	4	3	1	Felwood	1	5607.200	-1123.791	383.011	48.100	39.800				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Felwood	ascension
96157	Freshly Brewed Potion	Chest	63430	4	3	1	Felwood	1	6324.860	-1861.400	434.005	60.900	21.100				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Felwood	ascension
96158	Darazzal's Chest	Chest	1045546	3	2	1	Felwood	1	6913.490	-1606.430	503.163	56.500	5.700				GameObjects-Bronzebeard | dumps_part2	Felwood	ascension
96159	Fel Axe	Chest	515447	4	3	1	Felwood	1	5769.188	-766.520	392.742	41.900	35.600				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Felwood	ascension
96160	Silvery Ring	Chest	980926	4	3	1	Felwood	1	6139.198	-1516.754	443.521	54.900	25.900				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Felwood	ascension
96161	Shining Necklace	Chest	1074163	4	3	1	Felwood	1	6122.615	-1505.775	443.799	54.700	26.400				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Felwood	ascension
96162	Spiked Collar	Chest	1013847	4	3	1	Felwood	1	5415.170	-741.053	346.309	41.400	44.800				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Felwood	ascension
96163	Shakily Penned Note	Text	1029876	4	3	1	Felwood	1	3857.300	-1672.460	262.654	57.600	85.500				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Felwood	ascension
96164	Elegantly Scrawled Letter	Text	1029876	4	3	1	Felwood	1	3847.420	-1678.004	263.321	57.700	85.700				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Felwood	ascension
96165	Tear-Stained Note	Text	1029876	4	3	1	Felwood	1	3841.630	-1663.280	259.217	57.500	85.900				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Felwood	ascension
96166	Heavy Chest	Chest	980926	4	3	1	Felwood	1	3838.530	-1661.500	258.795	57.400	86.000				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Felwood	ascension
