id	name	type	display_id	sightings	submissions	zones	example_zone	example_map_id	example_x	example_y	example_z	example_map_x	example_map_y	lock_id	lock_type	other_names	seen_in	zone_list
4271	Dire Wolf			1	1	1	Barrens	1	-957.815	-3634.040	16.914	61.700	38.000				dumps-part1	Barrens
4512	Rotting Agam'ar			2	1	2	Barrens	1	-406.969	-2648.089	96.223	52.000	29.900				dumps-part1	Barrens | Stormwind
4732	Randal Hunter			2	1	1	Stormwind	0	-8740.780	384.422	101.057	77.000	64.300				dumps-part1	Stormwind
4769	Hufftalon			1	1	1	Barrens	1	-459.943	-2653.218	95.692	52.100	30.700				dumps-part1	Barrens
4961	Dashel Stonefist			2	1	1	Stormwind	0	-8681.140	432.794	99.209	74.300	59.200				dumps-part1	Stormwind
4974	Aldwin Laughlin			1	1	1	Stormwind	0	-8885.250	614.395	95.258	63.800	76.800				dumps-part1	Stormwind
4981	Ben Trias			2	1	1	Stormwind	0	-8847.280	569.955	94.688	66.400	73.500				dumps-part1	Stormwind
5066				15	1	2	Barrens	1	-346.261	-2692.420	96.793	52.500	29.000				dumps-part1	Barrens | Durotar
5193	Rebecca Laughlin			1	1	1	Stormwind	0	-8893.570	611.211	95.258	64.000	77.500				dumps-part1	Stormwind
5195	Brown Riding Wolf			2	1	1	Barrens	1	-502.759	-2670.360	96.942	52.200	31.300				dumps-part1	Barrens
5287				1	1	1	Stormwind	0	-8722.979	473.049	98.613	71.900	62.800				dumps-part1	Stormwind
5322	Elusive Slumbertooth			1	1	1	Stormwind	0	-8808.619	627.897	94.229	63.000	70.200				dumps-part1	Stormwind
5384	Brohann Caskbelly			1	1	1	Stormwind	0	-8464.000	516.193	100.559	69.500	40.400				dumps-part1	Stormwind
5405	Pinto			2	1	1	Stormwind	0	-8739.680	382.480	101.056	77.100	64.200				dumps-part1	Stormwind
5413	Furen Longbeard			1	1	1	Stormwind	0	-8427.000	600.092	94.706	64.600	37.200				dumps-part1	Stormwind
5482	Stephen Ryback			1	1	1	Stormwind	0	-8610.900	364.640	99.626	78.200	53.100				dumps-part1	Stormwind
5483	Erika Tate			1	1	1	Stormwind	0	-8608.360	358.496	99.627	78.500	52.900				dumps-part1	Stormwind
5493	Arnold Leland			1	1	1	Stormwind	0	-8802.570	767.463	96.339	55.000	69.600				dumps-part1	Stormwind
5494	Catherine Leland			1	1	1	Stormwind	0	-8803.940	765.689	96.338	55.100	69.800				dumps-part1	Stormwind
5509	Kathrum Axehand			1	1	1	Stormwind	0	-8388.000	692.506	95.291	59.300	33.900				dumps-part1	Stormwind
5510	Thulman Flintcrag			1	1	1	Stormwind	0	-8418.000	646.006	97.449	62.000	36.400				dumps-part1	Stormwind
5511	Therum Deepforge			1	1	1	Stormwind	0	-8424.000	616.944	95.463	63.700	37.000				dumps-part1	Stormwind
5512	Kaita Deepforge			1	1	1	Stormwind	0	-8431.000	624.030	95.461	63.200	37.600				dumps-part1	Stormwind
5513	Gelman Stonehand			1	1	1	Stormwind	0	-8434.000	692.809	103.364	59.300	37.800				dumps-part1	Stormwind
5514	Brooke Stonebraid			1	1	1	Stormwind	0	-8430.000	695.138	96.335	59.200	37.500				dumps-part1	Stormwind
5515	Einris Brightspear			1	1	1	Stormwind	0	-8415.000	553.182	95.629	67.300	36.200				dumps-part1	Stormwind
5516	Ulfir Ironbeard			1	1	1	Stormwind	0	-8410.000	548.566	95.452	67.600	35.800				dumps-part1	Stormwind
5517	Thorfin Stoneshield			1	1	1	Stormwind	0	-8413.000	541.475	102.494	68.000	36.000				dumps-part1	Stormwind
5518	Lilliam Sparkspindle			1	1	1	Stormwind	0	-8347.000	644.134	95.689	62.100	30.300				dumps-part1	Stormwind
5519	Billibub Cogspinner			1	1	1	Stormwind	0	-8342.000	638.829	95.339	62.400	29.900				dumps-part1	Stormwind
5564	Simon Tanner			2	1	1	Stormwind	0	-8725.550	477.415	98.613	71.700	63.000				dumps-part1	Stormwind
5565	Jillian Tanner			2	1	1	Stormwind	0	-8722.870	479.322	98.613	71.600	62.800				dumps-part1	Stormwind
5765	Ruzan			1	1	1	Durotar	1	-624.024	-4214.410	38.157	42.600	69.000				dumps-part1	Durotar
5774	Riding Wolf			2	1	1	Barrens	1	-386.021	-2621.250	95.661	51.800	29.600				dumps-part1	Barrens
5843	Slave Worker			64	1	2	Alterac	0	-6590.390	-1145.790	185.572	68.900	433.400				dumps-part1	Alterac | SearingGorge
5844	Dark Iron Slaver			13	1	2	Alterac	0	-6594.190	-1210.109	186.272	71.200	433.600				dumps-part1	Alterac | SearingGorge
5846	Dark Iron Taskmaster			16	1	2	Alterac	0	-6575.605	-1169.148	185.587	69.700	432.600				dumps-part1	Alterac | SearingGorge
5858	Greater Lava Spider			4	1	2	Alterac	0	-6594.772	-1170.164	273.594	69.800	433.600				dumps-part1	Alterac | SearingGorge
5861	Twilight Fire Guard			3	1	1	Alterac	0	-6496.768	-980.234	335.171	63.000	428.400				dumps-part1	Alterac
5862				1	1	1	Alterac	0	-6482.170	-985.253	335.289	63.200	427.600				dumps-part1	Alterac
5871	Larhka			1	1	1	Barrens	1	-397.735	-2654.270	96.223	52.100	29.800				dumps-part1	Barrens
5884	Mai'ah			1	1	1	Durotar	1	-625.296	-4210.170	38.245	42.500	69.000				dumps-part1	Durotar
5887	Canaga Earthcaller			1	1	1	Durotar	1	-630.020	-4204.550	38.166	42.400	69.200				dumps-part1	Durotar
5943	Rawrk			2	1	1	Durotar	1	330.355	-4826.930	10.524	54.200	41.900				dumps-part1	Durotar
5951	Hare			32	1	1	Durotar	1	-647.653	-4767.219	28.291	53.000	69.700				dumps-part1	Durotar
5952	Den Grunt			33	1	1	Durotar	1	-657.769	-4265.580	37.432	43.600	70.000				dumps-part1	Durotar
5953	Razor Hill Grunt			169	1	1	Durotar	1	174.726	-4675.371	20.619	51.300	46.300				dumps-part1	Durotar
6027	Kitha			2	1	1	Durotar	1	300.469	-4857.390	21.179	54.700	42.800				dumps-part1	Durotar
6089	Harry Burlguard			1	1	1	Stormwind	0	-8612.750	382.771	102.993	77.100	53.300				dumps-part1	Stormwind
6090	Bartleby			1	1	1	Stormwind	0	-8604.391	389.730	102.925	76.700	52.500				dumps-part1	Stormwind
6145	School of Fish			4	1	1	Durotar	1	115.505	-5195.378	-13.642	61.100	48.000				dumps-part1	Durotar
6174	Stephanie Turner			2	1	1	Stormwind	0	-8832.270	613.706	94.201	63.800	72.200				dumps-part1	Stormwind
6499				1	1	1	SearingGorge	0	-6602.303	-1209.176	272.001	39.700	33.800				dumps-part1	SearingGorge
6500				1	1	1	Stormwind	0	-8821.369	661.987	95.425	61.100	71.300				dumps-part1	Stormwind
6505	Ravasaur			1	1	1	Barrens	1	-409.025	-2647.502	96.223	52.000	29.900				dumps-part1	Barrens
6514				2	1	2	Durotar	1	-666.948	-4869.807	39.475	55.000	70.200				dumps-part1	Durotar | Stormwind
6579	Shoni the Shilent			1	1	1	Stormwind	0	-8391.000	634.764	94.824	62.600	34.100				dumps-part1	Stormwind
6740	Innkeeper Allison			1	1	1	Stormwind	0	-8867.790	673.673	97.903	60.400	75.300				dumps-part1	Stormwind
6786	Ukor			2	1	1	Durotar	1	-594.342	-4573.880	41.064	49.400	68.200				dumps-part1	Durotar
6787	Yelnagi Blackarm			5	1	1	Durotar	1	344.605	-4675.810	16.458	51.300	41.500				dumps-part1	Durotar
6928	Innkeeper Grosk			5	1	1	Durotar	1	340.149	-4686.270	16.458	51.500	41.700				dumps-part1	Durotar
7161	Wrenix the Wretched			1	1	1	Barrens	1	-841.132	-3767.780	17.887	63.100	36.300				dumps-part1	Barrens
7166				1	1	1	Barrens	1	-841.221	-3772.920	17.529	63.100	36.300				dumps-part1	Barrens
7232	Borgus Steelhand			1	1	1	Stormwind	0	-8395.000	688.843	95.273	59.500	34.500				dumps-part1	Stormwind
7383	Black Tabby Cat			1	1	1	Durotar	1	308.872	-4688.578	15.476	51.600	42.500				dumps-part1	Durotar
7766	Tyrion			1	1	1	Stormwind	0	-8409.000	450.793	123.760	73.200	35.700				dumps-part1	Stormwind
7798	Hank the Hammer			1	1	1	Stormwind	0	-8417.000	628.160	95.711	63.000	36.400				dumps-part1	Stormwind
8119	Zikkel			1	1	1	Barrens	1	-914.106	-3728.580	9.678	62.700	37.400				dumps-part1	Barrens
8306				1	1	1	Barrens	1	-534.552	-2979.560	93.079	55.300	31.800				dumps-part1	Barrens
8307				1	1	1	Barrens	1	-555.578	-2965.650	91.768	55.200	32.100				dumps-part1	Barrens
8391	Lathoric the Black			1	1	1	SearingGorge	0	-6472.770	-1259.820	180.470	42.000	25.100				dumps-part1	SearingGorge
8400	Obsidion			5	1	2	Alterac	0	-6462.830	-1256.180	180.510	72.800	426.600				dumps-part1	Alterac | SearingGorge
8402	Enslaved Archaeologist			36	1	2	Alterac	0	-6499.060	-1212.110	180.352	71.300	428.500				dumps-part1	Alterac | SearingGorge
8417	Dying Archaeologist			4	1	2	Alterac	0	-6480.210	-1240.930	180.128	72.300	427.500				dumps-part1	Alterac | SearingGorge
8419				3	1	1	Alterac	0	-6485.550	-984.542	335.416	63.100	427.800				dumps-part1	Alterac
8436				1	1	1	Alterac	0	-6491.070	-982.717	335.536	63.100	428.100				dumps-part1	Alterac
8496	Liv Rizzlefix			1	1	1	Barrens	1	-1004.470	-3705.170	4.569	62.400	38.700				dumps-part1	Barrens
8670	Auctioneer Chilton			1	1	1	Stormwind	0	-8824.280	665.711	97.384	60.800	71.500				dumps-part1	Stormwind
8719	Auctioneer Fitch			1	1	1	Stormwind	0	-8821.530	659.886	97.382	61.200	71.300				dumps-part1	Stormwind
8738				1	1	1	Barrens	1	-836.957	-3729.880	19.959	62.700	36.300				dumps-part1	Barrens
8856	Tyrion's Spybot			1	1	1	Stormwind	0	-8408.000	450.740	123.760	73.200	35.600				dumps-part1	Stormwind
9318	Incendosaur			6	1	2	Alterac	0	-6518.380	-1291.910	136.961	74.100	429.600				dumps-part1	Alterac | SearingGorge
9699	Fire Beetle			4	1	2	Alterac	0	-6490.577	-1112.278	304.188	67.700	428.100				dumps-part1	Alterac | SearingGorge
9700				1	1	1	Alterac	0	-6500.578	-968.386	336.969	62.600	428.600				dumps-part1	Alterac
9796	Galgar			1	1	1	Durotar	1	-561.628	-4221.800	41.646	42.700	67.200				dumps-part1	Durotar
9981	Sikwa			1	1	1	Barrens	1	-388.247	-2621.140	95.660	51.800	29.600				dumps-part1	Barrens
9987	Shoja'my			5	1	1	Durotar	1	333.313	-4711.640	14.531	52.000	41.800				dumps-part1	Durotar
9994	Betonk Sharpsteam			1	1	1	Barrens	1	-1010.260	-3654.230	24.960	61.900	38.800				dumps-part1	Barrens
10063	Reggifuz			1	1	1	Barrens	1	-1036.320	-3678.480	23.039	62.200	39.200				dumps-part1	Barrens
10176	Kaltunk			1	1	1	Durotar	1	-610.073	-4253.520	38.992	43.300	68.600				dumps-part1	Durotar
10556	Lazy Peon			4	1	1	Durotar	1	-635.911	-4477.311	46.422	47.600	69.300				dumps-part1	Durotar
10685	Swine			14	1	1	Durotar	1	740.743	-4268.375	17.595	43.600	30.300				dumps-part1	Durotar
10782	Royal Factor Bathrilor			1	1	1	Stormwind	0	-8552.630	729.489	108.782	57.200	48.100				dumps-part1	Stormwind
11025	Mukdrak			7	1	1	Durotar	1	368.322	-4722.720	13.135	52.200	40.900				dumps-part1	Durotar
11026	Sprite Jumpsprocket			1	1	1	Stormwind	0	-8350.000	647.613	95.808	61.900	30.600				dumps-part1	Stormwind
11069	Jenova Stoneshield			1	1	1	Stormwind	0	-8433.000	554.681	95.296	67.200	37.700				dumps-part1	Stormwind
11096	Randal Worth			2	1	1	Stormwind	0	-8723.900	469.426	98.614	72.100	62.900				dumps-part1	Stormwind
11378	Foreman Thazz'ril			1	1	1	Durotar	1	-611.587	-4322.080	40.010	44.600	68.700				dumps-part1	Durotar
11867	Woo Ping			2	1	1	Stormwind	0	-8796.120	613.003	96.774	63.900	69.100				dumps-part1	Stormwind
11943	Magga			6	1	1	Durotar	1	327.369	-4683.029	16.458	51.500	42.000				dumps-part1	Durotar
12296	Sickly Gazelle			4	1	1	Barrens	1	-886.975	-3256.832	93.113	58.000	37.000				dumps-part1	Barrens
12350	Violet Riding Raptor			10	1	2	Barrens	1	-493.401	-2673.930	97.411	52.300	31.200				dumps-part1	Barrens | Durotar
12351	Dire Riding Wolf			8	1	1	Durotar	1	163.438	-4776.340	11.828	53.200	46.700				dumps-part1	Durotar
12430	Grunt Kor'ja			8	1	1	Durotar	1	171.982	-4767.340	14.264	53.000	46.400				dumps-part1	Durotar
12480	Melris Malagan			2	1	1	Stormwind	0	-8825.610	628.012	93.955	63.000	71.600				dumps-part1	Stormwind
12481	Justine Demalier			2	1	1	Stormwind	0	-8827.570	630.330	94.152	62.900	71.800				dumps-part1	Stormwind
12779	Archmage Gaiman			2	1	1	Stormwind	0	-8762.840	408.381	109.707	75.700	66.200				dumps-part1	Stormwind
12780	Sergeant Major Skyshadow			2	1	1	Stormwind	0	-8767.870	404.314	109.708	75.900	66.700				dumps-part1	Stormwind
12783	Lieutenant Karter			2	1	1	Stormwind	0	-8753.580	400.979	101.056	76.100	65.400				dumps-part1	Stormwind
12786	Guard Quine			2	1	1	Stormwind	0	-8769.910	407.449	103.921	75.700	66.800				dumps-part1	Stormwind
12787	Guard Hammon			2	1	1	Stormwind	0	-8765.910	410.729	103.921	75.500	66.500				dumps-part1	Stormwind
12922	Imp Minion			8	1	1	Durotar	1	858.598	-4733.502	33.751	52.400	26.900				dumps-part1	Durotar
12999				152	1	3	Barrens	1	-420.883	-2689.193	96.329	52.400	30.100				dumps-part1	Barrens | Durotar | Stormwind
14423	Officer Jaxon			1	1	1	Stormwind	0	-8834.203	673.423	98.318	60.400	72.400				dumps-part1	Stormwind
14495				4	1	2	Alterac	0	-6485.770	-1220.520	179.789	71.600	427.800				dumps-part1	Alterac | SearingGorge
14496	Stormwind Orphan			1	1	1	Stormwind	0	-8602.479	731.171	101.904	57.100	52.400				dumps-part1	Stormwind
14497	Shellene			1	1	1	Stormwind	0	-8603.789	732.206	101.921	57.000	52.500				dumps-part1	Stormwind
14539	Swift Timber Wolf			8	1	1	Durotar	1	155.067	-4793.240	11.993	53.500	46.900				dumps-part1	Durotar
14540	Swift Brown Wolf			8	1	1	Durotar	1	167.963	-4787.280	12.198	53.400	46.500				dumps-part1	Durotar
14559	Swift Palomino			2	1	1	Stormwind	0	-8741.640	388.736	101.056	76.800	64.400				dumps-part1	Stormwind
14622	Thorium Brotherhood Lookout			24	1	2	Alterac	0	-6517.150	-1182.520	309.261	70.200	429.500				dumps-part1	Alterac | SearingGorge
14624	Master Smith Burninate			4	1	2	Alterac	0	-6524.101	-1187.230	309.256	70.400	429.900				dumps-part1	Alterac | SearingGorge
14625	Overseer Oilfist			4	1	2	Alterac	0	-6501.130	-1173.360	325.864	69.900	428.600				dumps-part1	Alterac | SearingGorge
14626	Taskmaster Scrange			4	1	2	Alterac	0	-6509.120	-1192.540	309.255	70.600	429.100				dumps-part1	Alterac | SearingGorge
14627	Hansel Heavyhands			4	1	2	Alterac	0	-6513.620	-1183.780	309.256	70.300	429.300				dumps-part1	Alterac | SearingGorge
14628	Evonice Sootsmoker			4	1	2	Alterac	0	-6512.700	-1178.620	309.253	70.100	429.300				dumps-part1	Alterac | SearingGorge
14634	Lookout Captain Lolo Longstriker			4	1	2	Alterac	0	-6495.110	-1164.920	309.193	69.600	428.300				dumps-part1	Alterac | SearingGorge
14635	Sleepy Dark Iron Worker			4	1	1	SearingGorge	0	-6554.111	-1274.495	208.406	42.600	30.500				dumps-part1	SearingGorge
14721	Field Marshal Afrasiabi			1	1	1	Stormwind	0	-8927.760	481.330	93.860	71.500	80.500				dumps-part1	Stormwind
14753	Illiyana Moonblaze			2	1	1	Stormwind	0	-8783.140	427.433	105.264	74.600	68.000				dumps-part1	Stormwind
14850				1	1	1	Barrens	1	-537.077	-2984.781	92.955	55.300	31.800				dumps-part1	Barrens
14859				1	1	1	Barrens	1	-532.145	-2988.940	93.460	55.400	31.700				dumps-part1	Barrens
14901	Peon			1	1	1	Barrens	1	-637.671	-3183.440	91.707	57.300	33.300				dumps-part1	Barrens
14991	League of Arathor Emissary			10	1	1	Stormwind	0	-8876.830	542.382	106.283	67.900	76.100				dumps-part1	Stormwind
15127	Samuel Hawke			2	1	1	Stormwind	0	-8783.950	423.501	105.276	74.800	68.000				dumps-part1	Stormwind
15214				24	1	1	Alterac	0	-8449.770	1056.670	19.561	-9.800	533.000				dumps-part1	Alterac
15310	Jesper			1	1	1	Stormwind	0	-8596.000	739.708	101.904	56.600	51.800				dumps-part1	Stormwind
15659	Auctioneer Jaxon			1	1	1	Stormwind	0	-8814.550	660.315	96.599	61.200	70.700				dumps-part1	Stormwind
15708	Master Sergeant Maclure			2	1	1	Stormwind	0	-8813.400	654.195	96.078	61.500	70.600				dumps-part1	Stormwind
16227	Bragok			1	1	1	Barrens	1	-898.246	-3769.650	11.751	63.100	37.200				dumps-part1	Barrens
16418	Mupsi Shacklefridd			1	1	1	Barrens	1	-944.930	-3580.120	27.500	61.200	37.900				dumps-part1	Barrens
16679	Osselan			1	1	1	Durotar	1	-638.786	-4228.160	38.134	42.800	69.400				dumps-part1	Durotar
16680	Ithelis			6	1	1	Durotar	1	321.195	-4768.040	11.643	53.100	42.200				dumps-part1	Durotar
16980				1	1	1	Stormwind	0	-8614.770	390.726	103.958	76.700	53.400				dumps-part1	Stormwind
17280				2	1	2	SearingGorge	0	-6587.394	-1212.286	186.705	39.900	32.800				dumps-part1	SearingGorge | Stormwind
18927	Human Commoner			8	1	1	Stormwind	0	-8855.720	651.851	96.620	61.600	74.200				dumps-part1	Stormwind
19858	"Lefty" Puddemup			2	1	1	Stormwind	0	-8773.760	427.830	105.232	74.500	67.200				dumps-part1	Stormwind
19861	Bip Nigstrom			1	1	1	Stormwind	0	-8924.010	487.698	93.855	71.100	80.100				dumps-part1	Stormwind
20102	Goblin Commoner			6	1	1	Barrens	1	-1031.030	-3676.200	23.112	62.200	39.100				dumps-part1	Barrens
22013	Eye of the Storm Emissary			13	1	1	Stormwind	0	-8876.830	542.382	106.283	67.900	76.100				dumps-part1	Stormwind
23050	Little Noah			2	1	1	Stormwind	0	-8721.150	471.026	98.613	72.100	62.600				dumps-part1	Stormwind
23537				12	1	1	Durotar	1	284.370	-4571.270	35.806	49.300	43.200				dumps-part1	Durotar
23543				3	1	1	Durotar	1	317.366	-4713.726	25.878	52.000	42.300				dumps-part1	Durotar
23686				169	1	1	Durotar	1	291.783	-4773.080	11.730	53.200	43.000				dumps-part1	Durotar
23971	Traveling Orphan			28	1	1	Durotar	1	355.094	-4740.150	9.833	52.500	41.200				dumps-part1	Durotar
23973	Masked Orphan Matron			7	1	1	Durotar	1	356.121	-4742.240	9.745	52.600	41.200				dumps-part1	Durotar
24729	Alicia			1	1	1	Stormwind	0	-8405.739	491.908	123.742	70.800	35.400				dumps-part1	Stormwind
25058	Fuzz			1	1	1	Stormwind	0	-8864.590	670.196	106.021	60.600	75.000				dumps-part1	Stormwind
25706	Scorchling			1	1	1	Alterac	0	-6479.681	-959.567	335.129	62.200	427.500				dumps-part1	Alterac
28347	Miles Sidney			2	1	1	Stormwind	0	-8672.780	430.892	100.909	74.400	58.400				dumps-part1	Stormwind
28355	Wright Williams			2	1	1	Stormwind	0	-8670.600	427.464	100.909	74.600	58.300				dumps-part1	Stormwind
29016	Steam Tank Engineer			12	1	2	Alterac	0	-8453.390	1114.720	19.051	-11.800	533.200				dumps-part1	Alterac | Stormwind
29019	Dockhand			3	1	2	Alterac	0	-8338.509	1224.314	5.230	-15.700	527.100				dumps-part1	Alterac | Stormwind
29088	Stormwind Cannoneer			8	1	1	Alterac	0	-8314.440	1099.110	57.262	-11.300	525.800				dumps-part1	Alterac
29142	Jelinek Sharpshear			2	1	1	Stormwind	0	-8744.620	657.759	105.093	61.300	64.600				dumps-part1	Stormwind
29144	Refurbished Steam Tank			1	1	1	Alterac	0	-8439.420	1137.485	18.851	-12.600	532.500				dumps-part1	Alterac
29712	Stormwind Harbor Guard			42	1	1	Alterac	0	-8437.310	1009.110	79.169	-8.100	532.400				dumps-part1	Alterac
29725	Benik Boltshear			1	1	1	Stormwind	0	-8425.190	627.540	95.780	63.000	37.100				dumps-part1	Stormwind
29888				158	1	3	Alterac	0	-6481.608	-1326.594	133.577	75.400	427.600				dumps-part1	Alterac | Durotar | SearingGorge
35477	Little Adeline			2	1	1	Stormwind	0	-8827.980	515.408	98.683	69.500	71.800				dumps-part1	Stormwind
43349	Targorr the Dread			1	1	1	Stormwind	0	-8828.460	677.940	97.884	60.100	71.900				dumps-part1	Stormwind
43463	Razorfen Spearhide			1	1	1	Durotar	1	294.861	-4741.466	9.332	52.600	42.900				dumps-part1	Durotar
43588	Mordresh Fire Eye			1	1	1	Stormwind	0	-8821.770	664.351	95.425	60.900	71.300				dumps-part1	Stormwind
43882	The Ongar			1	1	1	Stormwind	0	-8820.153	660.042	95.423	61.200	71.200				dumps-part1	Stormwind
44022	Lootbot 3000			54	1	5	Alterac	0	-6514.791	-1289.268	199.584	74.000	429.400				dumps-part1	Alterac | Barrens | Durotar | SearingGorge | Stormwind
44284				1	1	1	Durotar	1	-26.467	-5042.624	10.885	58.300	52.100				dumps-part1	Durotar
48050	Lieutenant Biggins			2	1	1	Stormwind	0	-8774.820	423.653	105.233	74.800	67.300				dumps-part1	Stormwind
50470	Caravan Cart			19	1	2	Barrens	1	-877.058	-2540.077	93.218	51.000	36.800				dumps-part1	Barrens | Durotar
54906	Baixue			1	1	1	Stormwind	0	-8812.168	642.981	94.229	62.200	70.500				dumps-part1	Stormwind
57500	Book of Artisans			23	1	3	Barrens	1	-948.116	-3752.139	5.968	62.900	37.900				dumps-part1	Barrens | Durotar | Stormwind
57524	Beginner's Book of Artisans			10	1	2	Barrens	1	-887.072	-3778.650	11.735	63.200	37.000				dumps-part1	Barrens | Durotar
69420	Kerg Pebblecutter			1	1	1	Stormwind	0	-8809.920	673.475	95.424	60.400	70.300				dumps-part1	Stormwind
75110	Theresa			1	1	1	Barrens	1	-965.997	-3726.520	6.107	62.700	38.200				dumps-part1	Barrens
75115	Book of Ascension			14	1	5	Alterac	0	-6597.008	-1215.024	186.191	71.400	433.800				dumps-part1	Alterac | Barrens | Durotar | SearingGorge | Stormwind
75118	Beginner's Book of Ascension			12	1	2	Barrens	1	-889.749	-3782.390	11.884	63.200	37.000				dumps-part1	Barrens | Durotar
75122				1	1	1	Barrens	1	-996.148	-3637.920	19.491	61.800	38.600				dumps-part1	Barrens
75132	John Stallion			1	1	1	Barrens	1	-960.069	-3636.720	16.903	61.800	38.100				dumps-part1	Barrens
75133	Gorn Axefist			1	1	1	Barrens	1	-955.512	-3635.210	16.079	61.800	38.000				dumps-part1	Barrens
75134	Hailey Wardson			1	1	1	Barrens	1	-969.881	-3725.480	6.406	62.600	38.200				dumps-part1	Barrens
79025	Wondrous Wisdomball			3	1	2	Barrens	1	-485.347	-2730.245	92.866	52.800	31.100				dumps-part1	Barrens | Stormwind
79055	Lil' Chromaggus			1	1	1	Durotar	1	-243.995	-5005.893	21.325	57.600	58.200				dumps-part1	Durotar
80061	Ameer Greatluck			2	1	1	Stormwind	0	-8801.350	664.191	96.200	60.900	69.500				dumps-part1	Stormwind
80190				1	1	1	Barrens	1	-442.542	-2581.540	95.789	51.400	30.400				dumps-part1	Barrens
80423				2	1	1	Stormwind	0	-8805.610	666.428	102.410	60.800	69.900				dumps-part1	Stormwind
80541	Goldilocks			1	1	1	Stormwind	0	-8799.343	616.818	103.153	63.700	69.400				dumps-part1	Stormwind
80890	Challenger's Book of Ascension			1	1	1	Barrens	1	-450.290	-2632.627	95.634	51.900	30.500				dumps-part1	Barrens
80894				31	1	5	Alterac	0	-6564.340	-1104.300	310.983	67.400	432.000				dumps-part1	Alterac | Barrens | Durotar | SearingGorge | Stormwind
80897				1	1	1	Durotar	1	1321.390	-4648.580	54.259	50.800	13.800				dumps-part1	Durotar
80918	Celestial Treasure Keeper			1	1	1	Stormwind	0	-8819.893	665.084	95.425	60.900	71.100				dumps-part1	Stormwind
97922	Durn Lootbagger			10	1	2	Barrens	1	-498.982	-2671.270	97.133	52.200	31.300				dumps-part1	Barrens | Durotar
97923	Fingril Finesteed			10	1	2	Barrens	1	-496.978	-2672.220	97.274	52.300	31.200				dumps-part1	Barrens | Durotar
98495				1	1	1	Durotar	1	-496.707	-4856.070	37.064	54.700	65.400				dumps-part1	Durotar
98501	Necrotic Book of Ascension			2	1	1	Durotar	1	313.526	-4718.085	11.399	52.100	42.400				dumps-part1	Durotar
99102	Wounded Horde Guard			1	1	1	Barrens	1	-393.500	-2654.940	97.295	52.100	29.700				dumps-part1	Barrens
100030	Blood Keeper Rozok			2	1	1	Barrens	1	-888.520	-3773.650	11.933	63.100	37.000				dumps-part1	Barrens
100031	Battlemaster Tressa			3	1	2	Barrens	1	-896.524	-3780.100	11.957	63.200	37.100				dumps-part1	Barrens | Stormwind
108312	Destined Book of Ascension			10	1	4	Barrens	1	-412.874	-2647.123	96.223	52.000	30.000				dumps-part1	Barrens | Durotar | SearingGorge | Stormwind
108586	Warcraft Reborn Book of Ascension			17	1	3	Durotar	1	-660.188	-4784.159	35.706	53.400	70.000				dumps-part1	Durotar | SearingGorge | Stormwind
113477				4	1	1	Durotar	1	-634.474	-4482.160	46.124	47.700	69.300				dumps-part1	Durotar
114549				19	1	2	Barrens	1	-589.832	-2640.643	95.788	51.900	32.600				dumps-part1	Barrens | Durotar
116016	Gentle Palamanther			1	1	1	Durotar	1	815.452	-4236.580	21.133	43.000	28.200				dumps-part1	Durotar
118329				1	1	1	Alterac	0	-6506.011	-1152.915	307.831	69.200	428.900				dumps-part1	Alterac
161732	Esgramor			1	1	1	Durotar	1	-603.725	-4246.920	38.956	43.200	68.400				dumps-part1	Durotar
161791	Uneasy Citizen			16	1	1	Durotar	1	-642.595	-4225.700	38.134	42.800	69.500				dumps-part1	Durotar
162830	Thol'gark			6	1	1	Durotar	1	297.283	-4665.070	27.548	51.100	42.900				dumps-part1	Durotar
162831	Shagara			7	1	1	Durotar	1	369.650	-4681.560	16.465	51.400	40.800				dumps-part1	Durotar
162832	Zagrah			5	1	1	Durotar	1	330.434	-4760.990	12.601	52.900	41.900				dumps-part1	Durotar
162833	Kor'gar			9	1	1	Durotar	1	243.516	-4758.050	12.119	52.900	44.400				dumps-part1	Durotar
162834	Rivenruin Myrmidon			38	1	1	Durotar	1	357.495	-5036.980	17.574	58.100	41.200				dumps-part1	Durotar
162835	Rivenruin Sorceress			19	1	1	Durotar	1	365.391	-5045.450	21.699	58.300	40.900				dumps-part1	Durotar
162836	Thirsty Peon			30	1	1	Durotar	1	402.494	-4638.020	18.550	50.600	39.900				dumps-part1	Durotar
162838	Foreman Dirgran			7	1	1	Durotar	1	375.735	-4664.360	16.135	51.100	40.600				dumps-part1	Durotar
162839	Karagar			7	1	1	Durotar	1	367.700	-4764.090	30.111	53.000	40.900				dumps-part1	Durotar
162840				1	1	1	Durotar	1	332.782	-4986.610	21.160	57.200	41.900				dumps-part1	Durotar
162841	Bagamul Skyfang			9	1	1	Durotar	1	244.590	-4699.780	38.530	51.800	44.400				dumps-part1	Durotar
162916	Rivenruin Brute			2	1	1	Durotar	1	416.939	-5103.850	-30.112	59.400	39.500				dumps-part1	Durotar
162928	Orphan Child			6	1	1	Durotar	1	321.367	-4748.016	9.560	52.700	42.200				dumps-part1	Durotar
162929	Grunt Zargul			2	1	1	Durotar	1	250.855	-4854.320	54.454	54.700	44.200				dumps-part1	Durotar
162949				43	1	1	Durotar	1	149.062	-4777.270	11.792	53.200	47.100				dumps-part1	Durotar
