realm	mode	npc	npc_key	npc_name	slot	item	item_name	money_cost	quantity	available	usable	extended_cost	honor_cost	arena_cost	cost_item_1	cost_count_1	cost_item_2	cost_count_2	cost_item_3	cost_count_3	captured
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	2	97280	Prestigious Gauntlets of Winged Triumph	0	1	-1	1	1	0	0	90004	300					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	3	97281	Prestigious Faceguard of Winged Triumph	0	1	-1	1	1	0	0	90004	1000					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	4	97282	Prestigious Greaves of Winged Triumph	0	1	-1	1	1	0	0	90004	300					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	5	97283	Prestigious Mantle of Winged Triumph	0	1	-1	1	1	0	0	90004	1000					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	6	97295	Prestigious Bracers of Winged Triumph	0	1	-1	1	1	0	0	90004	300					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	7	97296	Prestigious Belt of Winged Triumph	0	1	-1	1	1	0	0	90004	300					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	8	97297	Prestigious Boots of Winged Triumph	0	1	-1	1	1	0	0	90004	300					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	9	97299	Bringer of Light	0	1	-1	1	1	0	0	90004	10000					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	10	1777039	Hand of Nilganihmaht	0	1	-1	1	1	0	0	90004	2500					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	11	1518202	Rethreaded Left Bear Claw	0	1	-1	1	1	0	0	90004	600					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	12	1518203	Rethreaded Right Bear Claw	0	1	-1	1	1	0	0	90004	600					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	13	1642896	Druid Idol of Agility	0	1	-1	1	1	0	0	90004	600					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	14	1642897	Druid Idol of Spells	0	1	-1	1	1	0	0	90004	600					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	15	1642898	Shaman Totem of Agility	0	1	-1	1	1	0	0	90004	600					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	16	1642899	Shaman Totem of Spells	0	1	-1	1	1	0	0	90004	600					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	17	1642900	Paladin Libram of Strength	0	1	-1	1	1	0	0	90004	600					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	18	1642901	Paladin Libram of Healing	0	1	-1	1	1	0	0	90004	600					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	19	1642902	Thrown Axe of the Executioner	0	1	-1	1	1	0	0	90004	600					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	20	1642944	Balanced Heartseeker	0	1	-1	1	1	0	0	90004	600					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	21	1642945	Venerable Dal'Rend's Sacred Charge	0	1	-1	1	1	0	0	90004	600					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	22	1642948	Devout Aurastone Hammer	0	1	-1	1	1	0	0	90004	600					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	23	1644091	Sharpened Scarlet Kris	0	1	-1	1	1	0	0	90004	600					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	24	1644094	The Blessed Hammer of Grace	0	1	-1	1	1	0	0	90004	600					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	25	1644096	Battleworn Thrash Blade	0	1	-1	1	1	0	0	90004	600					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	26	1648716	Venerable Mass of McGowan	0	1	-1	1	1	0	0	90004	600					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	27	3140350	Urn of Aspiring Light	0	1	-1	1	1	0	0	90004	600					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	28	3148335	Polished Observer's Shield	0	1	-1	1	1	0	0	90004	600					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	29	1642846	Wand of the Forgotten Lich	0	1	-1	1	1	0	0	90004	1000					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	30	1642943	Bloodied Arcanite Reaper	0	1	-1	1	1	0	0	90004	1000					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	31	1642946	Charmed Ancient Bone Bow	0	1	-1	1	1	0	0	90004	1000					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	32	1642947	Dignified Headmaster's Charge	0	1	-1	1	1	0	0	90004	1000					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	33	1642999	Ancient Crossbow	0	1	-1	1	1	0	0	90004	1000					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	34	1644092	Reforged Truesilver Champion	0	1	-1	1	1	0	0	90004	1000					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	35	1644093	Upgraded Dwarven Hand Cannon	0	1	-1	1	1	0	0	90004	1000					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	36	1644095	Grand Staff of Jordan	0	1	-1	1	1	0	0	90004	1000					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	37	1648718	Repurposed Lava Dredger	0	1	-1	1	1	0	0	90004	1000					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	38	3142943	Sturdied Arcanite Spear	0	1	-1	1	1	0	0	90004	1000					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	39	1642991	Swift Hand of Justice	0	1	-1	1	1	0	0	90004	500					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	40	1642992	Discerning Eye of the Beast	0	1	-1	1	1	0	0	90004	500					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	41	1644097	Inherited Insignia of the Horde	0	1	-1	1	1	0	0	90004	500					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	42	1644098	Inherited Insignia of the Alliance	0	1	-1	1	1	0	0	90004	500					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	43	1642949	Polished Spaulders of Valor	0	1	-1	1	1	0	0	90004	800					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	44	1642950	Champion Herod's Shoulder	0	1	-1	1	1	0	0	90004	800					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	45	1642951	Mystical Pauldrons of Elements	0	1	-1	1	1	0	0	90004	800					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	46	1642952	Stained Shadowcraft Spaulders	0	1	-1	1	1	0	0	90004	800					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	47	1642984	Preened Ironfeather Shoulders	0	1	-1	1	1	0	0	90004	800					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	48	1642985	Tattered Dreadmist Mantle	0	1	-1	1	1	0	0	90004	800					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	49	1644099	Strengthened Stockade Pauldrons	0	1	-1	1	1	0	0	90004	800					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	50	1644100	Pristine Lightforge Spaulders	0	1	-1	1	1	0	0	90004	800					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	51	1644101	Prized Beastmaster's Mantle	0	1	-1	1	1	0	0	90004	800					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	52	1644102	Aged Pauldrons of The Five Thunders	0	1	-1	1	1	0	0	90004	800					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	53	1644103	Exceptional Stormshroud Shoulders	0	1	-1	1	1	0	0	90004	800					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	54	1644105	Lasting Feralheart Spaulders	0	1	-1	1	1	0	0	90004	800					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	55	1644107	Exquisite Sunderseer Mantle	0	1	-1	1	1	0	0	90004	800					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	56	3142949	Burnished Spaulders of Might	0	1	-1	1	1	0	0	90004	800					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	57	1648677	Champion's Deathdealer Breastplate	0	1	-1	1	1	0	0	90004	1200					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	58	1648683	Mystical Vest of Elements	0	1	-1	1	1	0	0	90004	1200					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	59	1648685	Polished Breastplate of Valor	0	1	-1	1	1	0	0	90004	1200					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	60	1648687	Preened Ironfeather Breastplate	0	1	-1	1	1	0	0	90004	1200					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	61	1648689	Stained Shadowcraft Tunic	0	1	-1	1	1	0	0	90004	1200					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	62	1648691	Tattered Dreadmist Robe	0	1	-1	1	1	0	0	90004	1200					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	63	3148685	Burnished Breastplate of Might	0	1	-1	1	1	0	0	90004	1200					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	64	1339120	Tattered Dreadmist Hood	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	65	1339121	Stained Shadowcraft Hood	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	66	1339122	Preened Ironfeather Headguard	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	67	1339123	Mystical Helm of Elements	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	68	1339124	Champion Herod's Helmet	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	69	1339125	Polished Helmet of Valor	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	70	1339126	Burnished Helmet of Might	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	71	1339076	Pendant of the Warrior	0	1	-1	1	1	0	0	90004	225					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	72	1339077	Pendant of the Sorcerer	0	1	-1	1	1	0	0	90004	225					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	73	1339078	Pendant of the Bulwark	0	1	-1	1	1	0	0	90004	225					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	74	1339092	Tattered Dreadmist Belt	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	75	1339093	Stained Shadowcraft Belt	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	76	1339094	Preened Ironfeather Belt	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	77	1339095	Mystical Belt of Elements	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	78	1339096	Champion Herod's Belt	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	79	1339097	Polished Belt of Valor	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	80	1339098	Burnished Belt of Might	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	81	1339113	Tattered Dreadmist Leggings	0	1	-1	1	1	0	0	90004	600					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	82	1339114	Stained Shadowcraft Pants	0	1	-1	1	1	0	0	90004	600					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	83	1339115	Preened Ironfeather Legguards	0	1	-1	1	1	0	0	90004	600					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	84	1339116	Mystical Kilt of Elements	0	1	-1	1	1	0	0	90004	600					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	85	1339117	Champion Herod's Legguards	0	1	-1	1	1	0	0	90004	600					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	86	1339118	Polished Platelegs of Valor	0	1	-1	1	1	0	0	90004	600					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	87	1339119	Burnished Platelegs of Might	0	1	-1	1	1	0	0	90004	600					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	88	1339099	Tattered Dreadmist Boots	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	89	1339100	Stained Shadowcraft Boots	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	90	1339101	Preened Ironfeather Boots	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	91	1339102	Mystical Boots of Elements	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	92	1339103	Champion Herod's Boots	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	93	1339104	Polished Boots of Valor	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	94	1339105	Burnished Boots of Might	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	95	1339106	Tattered Dreadmist Bracers	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	96	1339107	Stained Shadowcraft Bracers	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	97	1339108	Preened Ironfeather Bracers	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	98	1339109	Mystical Bracers of Elements	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	99	1339110	Champion Herod's Bracers	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	100	1339111	Polished Bracers of Valor	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	101	1339112	Burnished Bracers of Might	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	102	1339127	Tattered Dreadmist Gloves	0	1	-1	1	1	0	0	90004	225					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	103	1339128	Stained Shadowcraft Gloves	0	1	-1	1	1	0	0	90004	225					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	104	1339129	Preened Ironfeather Gloves	0	1	-1	1	1	0	0	90004	225					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	105	1339130	Mystical Gloves of Elements	0	1	-1	1	1	0	0	90004	225					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	106	1339131	Champion Herod's Gloves	0	1	-1	1	1	0	0	90004	225					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	107	1339132	Polished Gauntlets of Valor	0	1	-1	1	1	0	0	90004	225					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	108	1339133	Burnished Gauntlets of Might	0	1	-1	1	1	0	0	90004	225					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	109	1339079	Ring of the Vanguard	0	1	-1	1	1	0	0	90004	225					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	110	1339080	Ring of the Sorcerer	0	1	-1	1	1	0	0	90004	225					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	111	1339081	Ring of the Bulwark	0	1	-1	1	1	0	0	90004	225					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	112	1339082	Ring of the Lionhearted	0	1	-1	1	1	0	0	90004	225					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	113	1339083	Ring of the Seer	0	1	-1	1	1	0	0	90004	225					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	114	1339084	Champion's Deathdealer Cloak	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	115	1339085	Polished Cloak of Valor	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	116	1339086	Tattered Dreadmist Cloak	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	117	1339087	Strengthened Cloak of Might	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	118	1339088	Stained Shadowcraft Cloak	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	119	1339089	Preened Ironfeather Cloak	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	178081	178081:97279:120	Chromie	120	1339090	Mystical Cloak of Elements	0	1	-1	1	1	0	0	90004	375					2026-09-01 00:56:51
Darkmoon	Season 10 Wildcard	179538	179538:1500126:9	Millhouse Manastorm	1	1500126	Tome of Eye of Kilrogg	0	1	-1	1	1	0	0	1297307	150					2026-09-01 00:53:11
Darkmoon	Season 10 Wildcard	179538	179538:1500126:9	Millhouse Manastorm	2	1500128	Tome of Mind Soothe	0	1	-1	1	1	0	0	1297307	150					2026-09-01 00:53:11
Darkmoon	Season 10 Wildcard	179538	179538:1500126:9	Millhouse Manastorm	3	1500134	Tome of Levitate	0	1	-1	1	1	0	0	1297307	150					2026-09-01 00:53:11
Darkmoon	Season 10 Wildcard	179538	179538:1500126:9	Millhouse Manastorm	4	1500135	Tome of Safe Fall	0	1	-1	1	1	0	0	1297307	150					2026-09-01 00:53:11
Darkmoon	Season 10 Wildcard	179538	179538:1500126:9	Millhouse Manastorm	5	1500136	Tome of Mind Vision	0	1	-1	1	1	0	0	1297307	150					2026-09-01 00:53:11
Darkmoon	Season 10 Wildcard	179538	179538:1500126:9	Millhouse Manastorm	6	1500141	Tome of Teleport: Moonglade	0	1	-1	1	1	0	0	1297307	150					2026-09-01 00:53:11
Darkmoon	Season 10 Wildcard	179538	179538:1500126:9	Millhouse Manastorm	7	1500147	Tome of Conjure Refreshment	0	1	-1	1	1	0	0	1297307	150					2026-09-01 00:53:11
Darkmoon	Season 10 Wildcard	179538	179538:1500126:9	Millhouse Manastorm	8	1500153	Tome of Call of the Elements	0	1	-1	1	1	0	0	1297307	150					2026-09-01 00:53:11
Darkmoon	Season 10 Wildcard	179538	179538:1500126:9	Millhouse Manastorm	9	2903513	Mechanical Mystic Altar	0	1	-1	1	1	0	0	1297307	3000					2026-09-01 00:53:11
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	1	53834	Empty Heart Container	0	1	-1	1	1	0	0	1297307	200					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	2	427920	Millhouse's Goggles of Imminent Peril	0	1	-1	1	1	0	0	1297307	200					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	3	453836	Millhouse Mixtape	0	1	-1	1	1	0	0	1297307	500					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	4	509890	Manastorm's Duplicator	0	1	-1	1	1	0	0	1297307	500					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	5	980060	Beastmaster's Whistle: Pink Elekk	0	1	-1	1	1	0	0	1297307	500					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	6	233223	Millhouse's Mystical Transportation Device	0	1	-1	1	1	0	0	1297307	1500					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	7	532570	Pip	0	1	-1	1	1	0	0	1297307	1500					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	8	532571	Boomer	0	1	-1	1	1	0	0	1297307	1500					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	9	236415	Celestial Glitterplume	0	1	-1	1	1	0	0	1297307	5000					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	10	309907	Recalibrator Pylon	0	1	-1	1	1	0	0	1297307	500					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	11	439040	Tinkertrot	0	1	-1	1	1	0	0	1297307	5000					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	12	532577	Dazzling Rod	0	1	-1	1	1	0	0	1297307	5000					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	13	69078	Purple Desert Satin Cord	0	1	-1	1	1	0	0	1297307	2000					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	14	69079	Purple Desert Satin Treads	0	1	-1	1	1	0	0	1297307	2000					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	15	69080	Purple Desert Satin Tunic	0	1	-1	1	1	0	0	1297307	2000					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	16	69081	Purple Desert Satin Gloves	0	1	-1	1	1	0	0	1297307	2000					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	17	69082	Purple Desert Satin Hood	0	1	-1	1	1	0	0	1297307	2000					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	18	69083	Purple Desert Satin Leggings	0	1	-1	1	1	0	0	1297307	2000					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	19	69084	Purple Desert Satin Robe	0	1	-1	1	1	0	0	1297307	2000					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	20	69085	Purple Desert Satin Mantle	0	1	-1	1	1	0	0	1297307	2000					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	21	69086	Purple Desert Satin Cuffs	0	1	-1	1	1	0	0	1297307	2000					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	22	98451	Purple Desert Satin Skirt	0	1	-1	1	1	0	0	1297307	2000					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	23	280760	S.A.V.I.O.R	0	1	-1	1	1	0	0	1297307	8000					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	24	350411	Alchemist's Brewing Staff	0	1	-1	1	1	0	0	1297307	8000					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	25	532572	Steel Spinner	0	1	-1	1	1	0	0	1297307	8000					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	26	532573	Gnomefeaster	0	1	-1	1	1	0	0	1297307	8000					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	27	1611123	Void Forged Sword	0	1	-1	1	1	0	0	1297307	8000					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	28	532578	Beastmaster's Whistle: Doberman MK III	0	1	-1	1	1	0	0	1297307	12500					2026-09-01 00:53:08
Darkmoon	Season 10 Wildcard	179538	179538:53834:34	Millhouse Manastorm	29	532579	Elemental Lodestone: Bound Water Elemental	0	1	-1	1	1	0	0	1297307	12500					2026-09-01 00:53:08
